gene	divergence	chrom	start
BCL6	0.0003339267916666667	NC_071456.1	10454700
BCL6B	0.0	NC_071446.1	69666781
BCL7C	0.000514337	NC_071453.1	28151142
BCLAF1	0.0	NC_071445.1	139120525
BCOR	0.0005052946136363636	NC_071464.1	39350003
BCORL1	0.0	NC_071464.1	121593758
BDH2	0.0062904499999999995	NC_071444.1	90421391
BDNF	0.000269324	NC_071452.1	89764591
BECN1	0.0	NC_071446.1	117156354
BEGAIN	0.000461894	NC_071451.1	131351646
BEND4	0.000740521	NC_071444.1	147832085
BEST4	0.0	NC_071448.1	78591152
BET1	0.000881057	NC_071449.1	52873206
BEX3	0.0	NC_071464.1	95930551
BFSP1	0.0	NC_071446.1	22449383
BGN	0.0	NC_071464.1	144780152
BHLHA15	0.0	NC_071443.1	13438922
BHLHE40	0.0	NC_071456.1	55968523
BICC1	0.001287	NC_071453.1	68505276
BICD1	0.0	NC_071450.1	35567924
BICD2	1.52141875e-05	NC_071442.1	79854586
BICDL1	0.0	NC_071450.1	119701922
BICRA	0.001504435294117647	NC_071463.1	40196246
BIK	0.0	NC_071442.1	185741869
BIN3	0.0	NC_071454.1	15712602
BIRC2	0.0006043284210526317	NC_071452.1	163702
BLID	0.0007	NC_071452.1	19501633
BLM	0.0	NC_071447.1	17910285
BLMH	0.0	NC_071446.1	99425929
BLOC1S1	0.0	NC_071450.1	60371646
BLOC1S2	0.0	NC_071453.1	89880011
BLTP1	0.0003463645161290323	NC_071444.1	71393457
BLTP3A	0.0	NC_071445.1	39198123
BLTP3B	0.0004486333333333333	NC_071450.1	99685031
BMAL1	0.0	NC_071452.1	75968102
BMAL2	9.02324e-05	NC_071450.1	40261715
BMP2K	0.0	NC_071444.1	115282296
BMP3	0.000236463	NC_071444.1	113026259
BMP5	0.0	NC_071445.1	60146721
BMP7	0.0	NC_071446.1	50527327
BMP8A	0.00107527	NC_071448.1	73097298
BMPER	0.0	NC_071449.1	2165745
BMPR2	0.0	NC_071447.1	120195486
BMT2	0.0	NC_071449.1	80707978
BNC1	0.0006180255	NC_071447.1	22852971
BNIP3L	0.0	NC_071454.1	12046263
BOD1L1	0.00114491	NC_071444.1	176483100
BOD1L2	0.0	NC_071454.1	95277520
BORA	0.0	NC_071442.1	41770401
BPGM	0.0	NC_071449.1	109889515
BPI	0.0	NC_071446.1	31738671
BPIFA2	0.00347222	NC_071446.1	4045784
BPIFB1	0.0031152633333333332	NC_071446.1	3944847
BPIFB2	0.0	NC_071446.1	4159987
BPIFB4	0.00375	NC_071446.1	4085985
BPIFB6	0.0029368566666666666	NC_071446.1	4135515
BPTF	0.00025611578947368424	NC_071446.1	86359678
BRAF	0.0007504692307692308	NC_071449.1	103792176
BRAT1	0.0019023595652173913	NC_071443.1	17822750
BRCA1	0.0	NC_071446.1	116885555
BRCA2	0.0	NC_071446.1	147684249
BRD1	0.0	NC_071442.1	215921714
BRD3	0.00170068	NC_071442.1	179723784
BRD4	0.0	NC_071463.1	13752685
BRD7	0.0	NC_071461.1	4791689
BRINP1	0.0	NC_071442.1	164606245
BRINP2	0.0	NC_071459.1	19499075
BRINP3	0.0	NC_071459.1	41365445
BRPF1	0.0	NC_071456.1	60836646
BRPF3	7.687872727272728e-05	NC_071445.1	40633771
BRWD1	0.0003157057142857143	NC_071462.1	43315677
BRWD3	0.0	NC_071464.1	74915285
BSDC1	0.0	NC_071448.1	66084562
BSN	2.2237777777777775e-05	NC_071456.1	25996832
BTBD10	2.5241064516129033e-05	NC_071452.1	76087455
BTBD16	0.0	NC_071453.1	112287230
BTBD17	0.0	NC_071446.1	126424374
BTBD3	0.000340937875	NC_071446.1	16897767
BTBD7	0.0	NC_071451.1	124004296
BTBD8	0.0	NC_071448.1	127069684
BTBD9	0.0	NC_071445.1	42761134
BTNL2	0.0	NC_071445.1	35973393
BTRC	0.0	NC_071453.1	91143616
BUB1B	0.0	NC_071451.1	42147536
BUD23	0.0	NC_071443.1	8031661
BZW1	0.0002434273076923077	NC_071447.1	118401104
C10H14orf28	0.0	NC_071451.1	75304688
C10H14orf39	0.0	NC_071451.1	91053707
C10H14orf93	0.0	NC_071451.1	53173351
C11H11orf16	0.0	NC_071452.1	71515334
C11H11orf42	0.0	NC_071452.1	68585007
C11H11orf80	0.00421941	NC_071452.1	120696753
C12H10orf105	0.00028477866666666666	NC_071453.1	54879811
C12H10orf53	0.00476253	NC_071453.1	35536781
C12H10orf82	0.0	NC_071453.1	106261816
C12H10orf90	0.001964769090909091	NC_071453.1	116379364
C12H16orf96	0.0	NC_071453.1	4452447
C15H3orf14	0.0	NC_071456.1	37901852
C15H3orf20	0.0	NC_071456.1	65623203
C15H3orf22	0.001684725	NC_071456.1	70717221
C16H8orf88	0.0	NC_071457.1	34512349
C16H8orf89	0.0	NC_071457.1	27118989
C16H8orf90	0.00175029	NC_071457.1	54325774
C19H1orf116	0.0003319393333333334	NC_071460.1	30742211
C19H1orf198	0.0	NC_071460.1	15962670
C19H1orf74	0.0	NC_071460.1	33560393
C1GALT1	0.0	NC_071449.1	48851933
C1H13orf42	0.0	NC_071442.1	64175903
C1H9orf152	0.0	NC_071442.1	155639103
C1H9orf153	0.000789733	NC_071442.1	93784977
C1H9orf24	0.0	NC_071442.1	138303940
C1H9orf85	0.0002488555	NC_071442.1	89518099
C1QL2	0.0	NC_071447.1	100259715
C1QL4	0.0	NC_071450.1	66676606
C1QTNF1	0.0	NC_071446.1	130870492
C1QTNF2	0.0	NC_071443.1	21262998
C1QTNF3	0.00175901	NC_071443.1	168042110
C1QTNF5	0.0	NC_071452.1	16771186
C1QTNF6	0.001405427	NC_071442.1	205448584
C1R	0.0	NC_071450.1	19464635
C2	0.0	NC_071445.1	35581259
C20H16orf78	0.003125	NC_071461.1	3819012
C20H16orf86	0.001264222857142857	NC_071461.1	21816637
C2CD2L	0.0	NC_071452.1	16552066
C2CD3	0.0	NC_071452.1	63567732
C2CD5	0.0	NC_071450.1	45213947
C2CD6	0.0002234012	NC_071447.1	119054438
C2H5orf34	0.000942729	NC_071443.1	158753994
C2H5orf52	0.000385505	NC_071443.1	18552632
C2H7orf50	5.683433333333333e-05	NC_071443.1	56026414
C3H4orf17	0.0	NC_071444.1	93927750
C3H4orf3	0.000415743	NC_071444.1	74419969
C3H4orf45	9.250699999999999e-05	NC_071444.1	33421793
C3H4orf47	0.0	NC_071444.1	4137963
C3H4orf54	7.53957e-05	NC_071444.1	93805879
C4H6orf136	0.0	NC_071445.1	32695347
C4H6orf163	0.0011976	NC_071445.1	89548358
C4H6orf89	0.000164636	NC_071445.1	41346551
C5	0.0004664175	NC_071442.1	166384757
C5H17orf107	0.000448833	NC_071446.1	102518173
C5H20orf204	0.0	NC_071446.1	57242533
C5H20orf85	0.0	NC_071446.1	51478659
C6	0.0024309040000000002	NC_071443.1	161137690
C6H15orf40	0.0	NC_071447.1	22575100
C6H2orf69	0.00154178	NC_071447.1	117327945
C6H2orf76	0.0	NC_071447.1	100460702
C7	0.0	NC_071443.1	161359725
C7H10orf67	0.0	NC_071448.1	21896018
C7H1orf141	0.0	NC_071448.1	101397504
C7H1orf146	0.0	NC_071448.1	127076163
C7H1orf232	0.0	NC_071448.1	59925050
C7H1orf87	0.0	NC_071448.1	94117454
C7H1orf94	0.0	NC_071448.1	67848291
C8H7orf31	0.0	NC_071449.1	30177082
C9	0.0	NC_071443.1	162945429
C9H12orf40	0.0	NC_071450.1	32506934
C9H12orf42	0.0	NC_071450.1	102798845
C9H12orf50	0.0	NC_071450.1	89621456
CA10	0.0	NC_071446.1	110478472
CA13	0.0	NC_071457.1	39886968
CA6	0.0	NC_071448.1	43891815
CA8	0.0	NC_071457.1	14706148
CAB39	0.0	NC_071447.1	148760860
CAB39L	0.00058117	NC_071442.1	65858196
CABCOCO1	0.0015873022222222222	NC_071453.1	65276782
CABIN1	0.0	NC_071442.1	192305989
CABLES1	0.0	NC_071454.1	61336259
CABP2	0.0011037533333333332	NC_071452.1	121363594
CACFD1	0.0	NC_071442.1	179153438
CACHD1	0.0	NC_071448.1	98729179
CACNA1A	0.0	NC_071463.1	11778331
CACNA1B	2.672060588235294e-05	NC_071442.1	183301473
CACNA1C	0.0004850475855855856	NC_071450.1	13357938
CACNA1D	0.0	NC_071456.1	29971747
CACNA1E	0.00024081927272727276	NC_071459.1	33265505
CACNA1G	0.0	NC_071446.1	111816589
CACNA1H	0.0	NC_071453.1	1206945
CACNA1I	0.0	NC_071442.1	187478113
CACNA1S	0.000856165	NC_071460.1	24196926
CACNA2D1	0.0	NC_071449.1	65035972
CACNA2D2	0.0	NC_071456.1	26703626
CACNA2D3	0.0	NC_071456.1	30852830
CACNA2D4	0.004691722857142858	NC_071450.1	13180716
CACNB2	0.0005855685294117647	NC_071448.1	17327496
CACNB3	0.00010382057142857143	NC_071450.1	67176748
CACNB4	0.002045112857142857	NC_071447.1	74728073
CACNG1	0.0	NC_071446.1	118357924
CACNG3	0.00200535	NC_071453.1	22642204
CACNG4	0.0	NC_071446.1	118367133
CACNG5	0.0	NC_071446.1	118514592
CADM1	5.982935483870968e-05	NC_071452.1	12649178
CADM3	0.0	NC_071459.1	12770432
CADM4	0.0	NC_071463.1	36698274
CADPS	0.0	NC_071456.1	38110492
CADPS2	0.0	NC_071449.1	121885198
CAJA-DPB1	0.0	NC_071445.1	37449616
CALCB	0.0	NC_071452.1	77696741
CALCOCO1	0.0	NC_071450.1	62262723
CALCR	0.0	NC_071449.1	53425560
CALCRL	0.0005963033333333333	NC_071447.1	38166383
CALHM2	0.00127877	NC_071453.1	93099071
CALHM4	0.001272265	NC_071445.1	118988225
CALML3	0.00136054	NC_071448.1	6452606
CALML5	0.005739517333333333	NC_071448.1	6390700
CAMK1	0.0	NC_071456.1	60865669
CAMK1D	0.0	NC_071448.1	12140052
CAMK1G	0.0	NC_071460.1	33349550
CAMK2A	0.0037302933333333336	NC_071443.1	47028545
CAMK2B	0.0012454710144927535	NC_071449.1	11500552
CAMK2D	0.0009252442384105961	NC_071444.1	79533772
CAMK2G	0.0	NC_071453.1	52810023
CAMKK1	0.00025291757575757575	NC_071446.1	63615962
CAMKV	0.0	NC_071456.1	26230351
CAMSAP1	0.00017648710843373494	NC_071442.1	181379026
CAMSAP2	0.0	NC_071460.1	23923719
CAMTA1	0.0	NC_071448.1	41814658
CAMTA2	0.0004592771830985916	NC_071446.1	102588549
CAND1	0.00101626	NC_071450.1	48308724
CAND2	0.0001331558	NC_071456.1	63895784
CAP1	0.0	NC_071448.1	73681731
CAPN10	0.0007681665000000001	NC_071447.1	158340344
CAPN3	0.0	NC_071451.1	25800348
CAPN5	3.438373913043478e-05	NC_071452.1	60537132
CAPN6	0.0	NC_071464.1	103744596
CAPN7	0.0	NC_071458.1	47120414
CAPNS2	0.0	NC_071461.1	10139088
CAPRIN1	0.0	NC_071452.1	96198655
CAPRIN2	0.0	NC_071450.1	37027454
CAPS2	0.0	NC_071450.1	74369511
CAPSL	0.0	NC_071443.1	166457676
CARD11	0.0	NC_071443.1	17537832
CARD19	0.0	NC_071442.1	70063340
CARD6	0.0	NC_071443.1	161483430
CARD9	0.00138504	NC_071442.1	181928118
CARF	0.0	NC_071447.1	120580657
CARMIL3	0.00116722	NC_071451.1	54178928
CARNMT1	0.0	NC_071442.1	86641022
CARS2	0.0	NC_071442.1	25550609
CASD1	0.00078989	NC_071449.1	52316002
CASK	0.0	NC_071464.1	40931572
CASKIN2	0.0004544815789473684	NC_071446.1	127493362
CASP7	0.0	NC_071453.1	103278637
CASP8	0.0	NC_071447.1	118872844
CASR	0.0	NC_071456.1	74698607
CAST	0.0	NC_071443.1	110655218
CASTOR1	0.0	NC_071442.1	198002545
CATSPER3	0.000705468	NC_071443.1	31421922
CATSPERB	0.00330033	NC_071451.1	122469176
CATSPERE	0.0	NC_071460.1	37849341
CAV3	0.0	NC_071456.1	59869295
CAVIN2	0.00166044	NC_071447.1	109244833
CAVIN4	0.0	NC_071442.1	145684253
CBLB	0.0	NC_071456.1	90739641
CBLL1	0.0	NC_071449.1	75512784
CBLN3	0.0	NC_071451.1	54538315
CBLN4	0.00015304566666666665	NC_071446.1	49389317
CBX5	0.000101657	NC_071450.1	61744137
CBX6	0.000895736	NC_071442.1	207031998
CBX7	0.00076704	NC_071442.1	207271254
CC2D2A	0.0	NC_071444.1	174574121
CCBE1	0.000170648	NC_071454.1	97397296
CCDC102A	0.002539071111111111	NC_071461.1	12052892
CCDC112	0.0	NC_071443.1	91407140
CCDC120	0.0003646966666666667	NC_071464.1	48020662
CCDC122	0.00799998	NC_071446.1	159081540
CCDC136	0.0	NC_071449.1	115634802
CCDC141	0.0	NC_071447.1	46832139
CCDC146	0.0	NC_071449.1	70170853
CCDC148	0.0	NC_071447.1	68353230
CCDC149	0.0	NC_071444.1	165137661
CCDC15	0.0	NC_071452.1	22380339
CCDC166	0.000310559	NC_071457.1	52233505
CCDC169	0.0	NC_071446.1	151596562
CCDC170	0.0	NC_071445.1	154572234
CCDC171	0.00025995514285714286	NC_071442.1	119196487
CCDC172	0.0	NC_071453.1	105964050
CCDC178	0.0	NC_071454.1	71358057
CCDC18	0.0	NC_071448.1	128319612
CCDC180	0.0034345375572519083	NC_071442.1	142516912
CCDC183	0.0	NC_071442.1	182316588
CCDC187	0.0	NC_071442.1	181843718
CCDC194	0.0	NC_071463.1	15647753
CCDC201	0.0	NC_071449.1	12955947
CCDC22	0.0	NC_071464.1	48191821
CCDC30	0.0	NC_071448.1	76293277
CCDC32	0.0	NC_071451.1	41806107
CCDC33	0.00018747642857142857	NC_071451.1	18622789
CCDC39	0.0	NC_071456.1	2441946
CCDC42	0.002262445	NC_071446.1	71412556
CCDC51	0.0	NC_071456.1	24831238
CCDC57	0.0	NC_071446.1	133867149
CCDC6	0.0	NC_071453.1	67183520
CCDC66	0.0	NC_071456.1	69403119
CCDC68	0.0	NC_071454.1	93136648
CCDC69	0.0	NC_071443.1	48094370
CCDC7	0.0030303033333333334	NC_071448.1	30530808
CCDC80	0.0	NC_071456.1	98486087
CCDC81	0.0	NC_071452.1	50617653
CCDC82	0.0	NC_071452.1	40574171
CCDC83	0.0	NC_071452.1	51145742
CCDC91	0.0	NC_071450.1	39155115
CCDC92	0.0	NC_071450.1	123577287
CCDC9B	0.0003651972	NC_071451.1	42047555
CCL1	0.0012886766666666666	NC_071446.1	95873579
CCL11	0.0016103066666666667	NC_071446.1	95938063
CCL13	0.0	NC_071446.1	95878584
CCL27	0.0022083456666666668	NC_071442.1	138559466
CCL5	0.0	NC_071446.1	94441487
CCN5	0.0	NC_071446.1	38063874
CCN6	0.00282326	NC_071445.1	114398647
CCND2	0.0	NC_071450.1	15826905
CCND3	0.0	NC_071445.1	46560825
CCNDBP1	0.0	NC_071451.1	26671214
CCNH	0.00020004	NC_071443.1	120297520
CCNL1	0.0	NC_071458.1	21419452
CCNO	0.0	NC_071443.1	151431419
CCNT1	0.0	NC_071450.1	67317465
CCNY	0.0	NC_071448.1	33352848
CCPG1	0.000485437	NC_071451.1	38904829
CCR9	0.0	NC_071456.1	22370703
CCSER1	2.28519375e-05	NC_071444.1	102165685
CCT8	0.0017174752941176471	NC_071462.1	33361642
CD109	0.0023640666666666665	NC_071445.1	74952089
CD160	0.00154381	NC_071459.1	1004429
CD163	0.0005073046875	NC_071450.1	20410458
CD164	0.0	NC_071445.1	111612874
CD22	0.0	NC_071463.1	30129789
CD244	0.0	NC_071459.1	14287431
CD27	0.0	NC_071450.1	18293290
CD2AP	6.0125185185185184e-05	NC_071445.1	52145387
CD300H	0.00220965	NC_071446.1	126594893
CD36	0.0	NC_071449.1	66614670
CD3D	0.0073738350000000005	NC_071452.1	15768945
CD4	0.0	NC_071450.1	19156240
CD48	0.0	NC_071459.1	14167266
CD53	0.001903555	NC_071448.1	146073033
CD58	0.0	NC_071448.1	151843383
CD6	0.0047856044444444445	NC_071452.1	114824660
CD63	0.0	NC_071450.1	60363713
CD68	0.0	NC_071446.1	70229221
CD72	0.0	NC_071442.1	139556044
CD82	0.0	NC_071452.1	106374974
CD83	0.0	NC_071445.1	15110376
CD84	9.066179999999999e-05	NC_071459.1	14019509
CD86	0.0	NC_071456.1	74821129
CDADC1	0.0	NC_071442.1	66022426
CDC14B	0.000244974625	NC_071442.1	76616998
CDC20B	0.000966806	NC_071443.1	151547356
CDC25A	0.00120627	NC_071456.1	24624958
CDC25B	0.0006766918421052632	NC_071446.1	9246898
CDC40	0.0	NC_071445.1	112469184
CDC42BPA	0.0	NC_071460.1	18344973
CDC45	0.0	NC_071442.1	208657157
CDC5L	0.0	NC_071445.1	48984301
CDC6	0.000330142	NC_071446.1	88967846
CDCA2	0.0009523814285714286	NC_071454.1	12837966
CDCA5	0.00016866285714285713	NC_071452.1	118907275
CDH1	0.0025641033333333335	NC_071461.1	23002769
CDH13	0.000488998	NC_071461.1	36830892
CDH16	0.0	NC_071461.1	21047958
CDH18	0.0	NC_071443.1	182431474
CDH2	0.0	NC_071454.1	66247039
CDH20	0.0	NC_071454.1	99480054
CDH22	0.0	NC_071446.1	39416401
CDH23	0.0009267106707317072	NC_071453.1	54788034
CDH24	0.0	NC_071451.1	53238496
CDH26	0.00022089699999999998	NC_071446.1	53332270
CDH4	0.0001917175	NC_071446.1	54607110
CDH6	0.00044929777777777776	NC_071443.1	170715198
CDH8	0.0025217355555555553	NC_071461.1	16039311
CDH9	0.00170068	NC_071443.1	175002474
CDHR2	0.0	NC_071443.1	66411761
CDHR3	2.1085478260869563e-05	NC_071449.1	73703494
CDIN1	0.00045454545454545455	NC_071451.1	45883404
CDIPT	0.0	NC_071453.1	27447822
CDK1	0.0	NC_071453.1	66254067
CDK13	0.0	NC_071449.1	7476328
CDK14	0.0	NC_071449.1	55648221
CDK15	0.00123077	NC_071447.1	119554260
CDK17	0.0	NC_071450.1	95860436
CDK18	0.00141443	NC_071460.1	29240742
CDK19	0.000642811	NC_071445.1	112876768
CDK2	0.0003996805	NC_071450.1	60137618
CDK2AP2	0.0	NC_071452.1	121346261
CDK5R2	0.00157542	NC_071447.1	137173022
CDK5RAP2	0.0	NC_071442.1	165805298
CDK6	0.0	NC_071449.1	54145522
CDKL2	0.0	NC_071444.1	118678089
CDKL5	0.0	NC_071464.1	17650651
CDKN2C	0.0	NC_071448.1	84907912
CDKN3	0.0	NC_071451.1	84845954
CDO1	0.003648235	NC_071443.1	90851446
CDON	0.0	NC_071452.1	23411255
CDPF1	0.00047619142857142856	NC_071442.1	211213452
CDS1	0.00040775625	NC_071444.1	109192021
CDS2	0.00719424	NC_071446.1	10525105
CDSN	0.0	NC_071445.1	33170427
CDX1	0.0	NC_071443.1	46944738
CDYL	0.0	NC_071445.1	24107481
CDYL2	0.0	NC_071461.1	34859690
CELF2	0.0	NC_071448.1	993123
CELF6	0.0	NC_071451.1	16784699
CELSR3	0.0	NC_071456.1	25057775
CEMIP	0.0	NC_071447.1	25050822
CEMIP2	0.003816795	NC_071442.1	89885581
CENPC	0.0	NC_071444.1	126051977
CENPE	0.0019498508333333335	NC_071444.1	90367466
CENPK	0.0	NC_071443.1	140741843
CENPM	0.0064246575	NC_071442.1	186925750
CENPX	0.0	NC_071446.1	133713338
CEP104	0.0	NC_071448.1	38781990
CEP112	0.0	NC_071446.1	119435666
CEP126	0.00030950166666666664	NC_071452.1	34411217
CEP128	0.0	NC_071451.1	111693120
CEP131	0.0005254235359116022	NC_071446.1	132959519
CEP152	0.0	NC_071451.1	32281176
CEP162	0.0	NC_071445.1	85926043
CEP164	0.0	NC_071452.1	14814376
CEP170	7.528993103448276e-05	NC_071460.1	39236079
CEP170B	0.0	NC_071451.1	135682540
CEP192	0.00020958491686460807	NC_071454.1	44353473
CEP290	0.00010050616071428571	NC_071450.1	89537208
CEP295	0.0	NC_071452.1	43370151
CEP350	0.0	NC_071459.1	16854471
CEP55	0.0	NC_071453.1	82922109
CEP57	0.0	NC_071452.1	41125882
CEP63	0.0	NC_071458.1	42724496
CEP70	1.5524823529411764e-05	NC_071458.1	38902423
CEP78	9.179384615384616e-05	NC_071442.1	101517546
CEP83	0.0	NC_071450.1	93886330
CEP85	0.00020226533333333335	NC_071448.1	60017071
CEP85L	0.0003583884615384615	NC_071445.1	120882974
CER1	0.001531395	NC_071442.1	118158479
CERS3	0.0	NC_071447.1	7707505
CERS5	0.0	NC_071450.1	65887628
CERS6	0.000611621	NC_071447.1	57611676
CERT1	0.0	NC_071443.1	132334863
CES4A	0.0	NC_071461.1	21099768
CES5A	0.0	NC_071461.1	10393539
CETN1	0.0	NC_071454.1	58432366
CFAP100	0.0	NC_071456.1	70845692
CFAP144	0.0	NC_071448.1	76893340
CFAP20DC	0.0013227514285714284	NC_071456.1	34414499
CFAP251	0.0	NC_071450.1	121587052
CFAP299	0.000162338	NC_071444.1	113203517
CFAP43	0.0005813950000000001	NC_071453.1	93806459
CFAP45	0.0	NC_071459.1	13371629
CFAP46	0.004778964	NC_071453.1	122912923
CFAP47	0.0	NC_071464.1	35504865
CFAP53	0.0	NC_071454.1	88433093
CFAP54	0.0	NC_071450.1	96264681
CFAP57	0.0	NC_071448.1	76952495
CFAP58	0.0	NC_071453.1	94036371
CFAP61	0.0	NC_071446.1	24989262
CFAP65	0.0	NC_071447.1	137245574
CFAP69	3.043215e-05	NC_071449.1	56586428
CFAP70	0.0	NC_071453.1	53290933
CFAP74	0.0	NC_071448.1	37197219
CFAP77	0.00015710933333333335	NC_071442.1	178171207
CFAP90	0.0064205266666666665	NC_071443.1	194750188
CFAP91	0.0	NC_071456.1	77047829
CFAP92	0.0	NC_071456.1	67122135
CFAP95	0.005932206000000001	NC_071442.1	91804030
CFAP97D2	0.0	NC_071442.1	28878710
CFB	0.0	NC_071445.1	35592191
CFI	0.0	NC_071444.1	83649334
CFL1	0.0	NC_071452.1	119698952
CFL2	0.0	NC_071451.1	65085783
CFTR	0.00010253964705882353	NC_071449.1	85401830
CGRRF1	0.0121212	NC_071451.1	84957321
CH25H	0.0	NC_071453.1	78427285
CHAC1	0.0	NC_071451.1	41389824
CHAD	0.0	NC_071446.1	111960278
CHAF1B	0.0	NC_071462.1	40671056
CHAT	0.0	NC_071453.1	35612309
CHCHD6	0.00014729709677419357	NC_071456.1	70353886
CHCHD7	0.0	NC_071457.1	10951210
CHD1	0.0	NC_071443.1	108636770
CHD2	0.0014705875	NC_071447.1	20235277
CHD3	0.00012365075925925928	NC_071446.1	70560435
CHD5	0.0010986	NC_071448.1	41090370
CHD6	0.00010036125	NC_071446.1	34752262
CHD7	0.0	NC_071457.1	15235912
CHD8	0.0004257132567049808	NC_071451.1	51675463
CHD9	0.0	NC_071461.1	7895243
CHDH	0.0002639132857142857	NC_071456.1	30110265
CHEK1	0.0	NC_071452.1	23016155
CHGA	0.0	NC_071451.1	123647432
CHI3L1	0.0	NC_071460.1	26359438
CHI3L2	0.00046083	NC_071448.1	146451629
CHIT1	0.000425532	NC_071460.1	26397705
CHKA	0.0	NC_071452.1	121681652
CHL1	0.0	NC_071456.1	51118922
CHM	0.0	NC_071464.1	79936640
CHMP2B	0.0032679733333333336	NC_071462.1	7252788
CHMP4C	0.0008478171428571428	NC_071457.1	43280195
CHMP6	0.0	NC_071446.1	132779301
CHMP7	0.0	NC_071454.1	15090304
CHPF	0.0	NC_071447.1	137764473
CHPT1	0.0	NC_071450.1	101292064
CHRDL1	0.0	NC_071464.1	103173918
CHRDL2	0.0	NC_071452.1	62942082
CHRM2	0.00221976	NC_071449.1	107542830
CHRM3	0.0	NC_071460.1	42518773
CHRM4	0.0	NC_071452.1	108154675
CHRNA2	0.002010489230769231	NC_071454.1	11090150
CHRNA4	0.0003570891111111111	NC_071446.1	56559965
CHRNA6	0.0	NC_071454.1	41323734
CHRNB2	0.00166548	NC_071459.1	8551552
CHRNB3	0.0	NC_071454.1	41265298
CHRND	0.000626959090909091	NC_071447.1	150384326
CHRNE	0.0	NC_071446.1	102516623
CHST11	0.0	NC_071450.1	104164461
CHST13	0.0	NC_071456.1	70732712
CHST14	0.0	NC_071451.1	41916897
CHST15	0.004585425	NC_071453.1	114082981
CHST8	0.007328365	NC_071463.1	29015518
CHSY1	0.0	NC_071447.1	7000816
CHTF8	0.0	NC_071461.1	23307010
CIAPIN1	0.0	NC_071461.1	11975160
CIC	0.0011183951166666667	NC_071463.1	35902068
CIDEA	0.0	NC_071454.1	45248450
CIDEB	0.0	NC_071451.1	54425567
CIP2A	0.0	NC_071456.1	93620951
CIT	0.0	NC_071450.1	119383656
CITED1	0.0	NC_071464.1	66366578
CKAP4	0.0	NC_071450.1	105590510
CKAP5	0.0	NC_071452.1	108625593
CKB	0.0	NC_071451.1	134273046
CLASP1	0.0	NC_071447.1	102435194
CLASP2	0.0	NC_071458.1	64786632
CLCA1	0.0	NC_071448.1	120878430
CLCA2	0.0	NC_071448.1	120836922
CLCA4	0.0	NC_071448.1	120948074
CLCC1	0.0012549086666666666	NC_071448.1	144090483
CLCN1	0.0	NC_071449.1	101466900
CLCN2	0.0	NC_071456.1	7078087
CLCN4	0.0	NC_071464.1	8907098
CLCN5	0.001960785	NC_071464.1	48668296
CLCN6	0.0	NC_071448.1	46780666
CLDN15	0.0	NC_071443.1	10576927
CLDN18	0.0013020833333333333	NC_071458.1	39372650
CLDN19	0.0001888574	NC_071448.1	76449292
CLDN20	0.0	NC_071445.1	158231004
CLDN5	0.00267112	NC_071442.1	208659830
CLDN7	0.0	NC_071446.1	69906501
CLEC16A	7.297212765957447e-05	NC_071453.1	15694346
CLEC19A	0.00510204	NC_071453.1	18523197
CLEC20A	0.0	NC_071459.1	18293275
CLEC2B	0.0	NC_071450.1	22180620
CLEC2L	0.0	NC_071449.1	105075532
CLGN	0.0007195377777777777	NC_071444.1	52590230
CLIC3	0.0	NC_071442.1	182501076
CLIC5	0.0	NC_071445.1	50499568
CLINT1	0.0	NC_071443.1	18679947
CLIP1	0.0	NC_071450.1	121966030
CLK3	0.0	NC_071451.1	19113446
CLK4	0.0	NC_071443.1	66974020
CLMN	0.00137059	NC_071451.1	125895211
CLMP	0.0	NC_071452.1	20601384
CLOCK	0.0	NC_071444.1	137418099
CLPB	6.79578e-05	NC_071452.1	65370726
CLPTM1	0.0	NC_071463.1	37766251
CLRN1	0.0	NC_071458.1	27340592
CLRN3	0.00179856	NC_071453.1	117820346
CLSPN	0.0	NC_071448.1	69432697
CLSTN2	0.00015460714285714288	NC_071458.1	36922560
CLSTN3	0.0	NC_071450.1	19524523
CLTB	0.0	NC_071443.1	67606374
CLTC	0.0	NC_071446.1	90281594
CLTCL1	0.0	NC_071442.1	208269657
CLUH	0.0004332008620689655	NC_071446.1	61625663
CLVS1	0.0	NC_071457.1	15731688
CLVS2	0.000513611	NC_071445.1	125684963
CMC2	0.0	NC_071461.1	35212308
CMIP	0.0	NC_071461.1	35851168
CMKLR1	0.0019395083333333333	NC_071450.1	107668395
CMSS1	0.0	NC_071456.1	84975335
CMTR1	0.003816795	NC_071445.1	41958989
CMYA5	0.00100671	NC_071443.1	128010528
CNBD1	0.0	NC_071457.1	38206228
CNGA2	0.0	NC_071464.1	143408995
CNGA4	0.0	NC_071452.1	68614232
CNGB1	0.0	NC_071461.1	12461148
CNGB3	0.0	NC_071457.1	38739127
CNIH3	7.1063125e-05	NC_071460.1	400944
CNKSR1	0.0	NC_071448.1	59932862
CNN3	0.0	NC_071448.1	130104345
CNNM1	0.0	NC_071453.1	88941296
CNNM2	0.001124648	NC_071453.1	92567507
CNOT3	0.0	NC_071463.1	45946266
CNOT4	0.0	NC_071449.1	109107141
CNOT8	0.0	NC_071443.1	52140887
CNP	0.00421941	NC_071446.1	87243677
CNPPD1	0.0	NC_071447.1	137396000
CNPY1	0.0	NC_071449.1	90005289
CNR1	0.0	NC_071445.1	90401969
